Institution	Category	Area	Value
Texas A&M University	Theory of Value	Normative Ethics	
Texas A&M University	Theory of Value	Metaethics & Moral Psychology	
Texas A&M University	Theory of Value	Applied Ethics	
Texas A&M University	Theory of Value	Political Philosophy	
Texas A&M University	Theory of Value	Philosophy of Law	
Texas A&M University	Theory of Value	Philosophy of Art	2
Texas A&M University	History of Philosophy	Acnient Philosophy	
Texas A&M University	History of Philosophy	Medieval Philosophy	
Texas A&M University	History of Philosophy	Early Modern: 17th Century	
Texas A&M University	History of Philosophy	Early Modern: 18th Century	
Texas A&M University	History of Philosophy	Kant	
Texas A&M University	History of Philosophy	19th Century Continental	
Texas A&M University	History of Philosophy	20th Century Continental	
Texas A&M University	History of Philosophy	History of Analytic	4
Texas A&M University	History of Philosophy	American Pragmatism	
Texas A&M University	Other Areas	Feminist Philosophy	
Texas A&M University	Other Areas	Chinese Philosophy	
Texas A&M University	Other Areas	Philosophy of Race	
University College London	Metaphysics & Epistemology	Philosophy of Language	3
University College London	Metaphysics & Epistemology	Philosophy of Mind	
University College London	Metaphysics & Epistemology	Metaphysics	4
University College London	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University College London	Metaphysics & Epistemology	Philosophical Logic	4
University College London	Metaphysics & Epistemology	Philosophy of Action	4
University College London	Metaphysics & Epistemology	Philosophy of Religion	
University College London	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University College London	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University College London	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University College London	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University College London	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University College London	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University College London	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	4
University College London	Philosophy of the Sciences and Mathematics	Mathematical Logic	5
University College London	Theory of Value	Normative Ethics	4
University College London	Theory of Value	Metaethics & Moral Psychology	4
University College London	Theory of Value	Applied Ethics	4
University College London	Theory of Value	Political Philosophy	4
University College London	Theory of Value	Philosophy of Law	2
University College London	Theory of Value	Philosophy of Art	2
University College London	History of Philosophy	Acnient Philosophy	4
University College London	History of Philosophy	Medieval Philosophy	
University College London	History of Philosophy	Early Modern: 17th Century	
University College London	History of Philosophy	Early Modern: 18th Century	
University College London	History of Philosophy	Kant	3
University College London	History of Philosophy	19th Century Continental	3
University College London	History of Philosophy	20th Century Continental	3
University College London	History of Philosophy	History of Analytic	4
University College London	History of Philosophy	American Pragmatism	
University College London	Other Areas	Feminist Philosophy	
University College London	Other Areas	Chinese Philosophy	
University College London	Other Areas	Philosophy of Race	
University of Alberta	Metaphysics & Epistemology	Philosophy of Language	
University of Alberta	Metaphysics & Epistemology	Philosophy of Mind	
University of Alberta	Metaphysics & Epistemology	Metaphysics	
University of Alberta	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of Alberta	Metaphysics & Epistemology	Philosophical Logic	
University of Alberta	Metaphysics & Epistemology	Philosophy of Action	
University of Alberta	Metaphysics & Epistemology	Philosophy of Religion	
University of Alberta	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Alberta	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Alberta	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Alberta	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Alberta	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Alberta	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Alberta	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Alberta	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Alberta	Theory of Value	Normative Ethics	
University of Alberta	Theory of Value	Metaethics & Moral Psychology	
University of Alberta	Theory of Value	Applied Ethics	
University of Alberta	Theory of Value	Political Philosophy	
University of Alberta	Theory of Value	Philosophy of Law	
University of Alberta	Theory of Value	Philosophy of Art	
University of Alberta	History of Philosophy	Acnient Philosophy	
University of Alberta	History of Philosophy	Medieval Philosophy	
University of Alberta	History of Philosophy	Early Modern: 17th Century	
University of Alberta	History of Philosophy	Early Modern: 18th Century	
University of Alberta	History of Philosophy	Kant	
University of Alberta	History of Philosophy	19th Century Continental	
University of Alberta	History of Philosophy	20th Century Continental	
University of Alberta	History of Philosophy	History of Analytic	
University of Alberta	History of Philosophy	American Pragmatism	
University of Alberta	Other Areas	Feminist Philosophy	
University of Alberta	Other Areas	Chinese Philosophy	
University of Alberta	Other Areas	Philosophy of Race	
University of Arizona	Metaphysics & Epistemology	Philosophy of Language	3
University of Arizona	Metaphysics & Epistemology	Philosophy of Mind	
University of Arizona	Metaphysics & Epistemology	Metaphysics	3
University of Arizona	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	3
University of Arizona	Metaphysics & Epistemology	Philosophical Logic	4
University of Arizona	Metaphysics & Epistemology	Philosophy of Action	3
University of Arizona	Metaphysics & Epistemology	Philosophy of Religion	
University of Arizona	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Arizona	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Arizona	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Arizona	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	2
University of Arizona	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Arizona	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	4
University of Arizona	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Arizona	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Arizona	Theory of Value	Normative Ethics	3
University of Arizona	Theory of Value	Metaethics & Moral Psychology	3
University of Arizona	Theory of Value	Applied Ethics	4
University of Arizona	Theory of Value	Political Philosophy	2
University of Arizona	Theory of Value	Philosophy of Law	
University of Arizona	Theory of Value	Philosophy of Art	
University of Arizona	History of Philosophy	Acnient Philosophy	
University of Arizona	History of Philosophy	Medieval Philosophy	
University of Arizona	History of Philosophy	Early Modern: 17th Century	
University of Arizona	History of Philosophy	Early Modern: 18th Century	
University of Arizona	History of Philosophy	Kant	
University of Arizona	History of Philosophy	19th Century Continental	
University of Arizona	History of Philosophy	20th Century Continental	
University of Arizona	History of Philosophy	History of Analytic	
University of Arizona	History of Philosophy	American Pragmatism	
University of Arizona	Other Areas	Feminist Philosophy	
University of Arizona	Other Areas	Chinese Philosophy	
University of Arizona	Other Areas	Philosophy of Race	
University of Auckland	Metaphysics & Epistemology	Philosophy of Language	
University of Auckland	Metaphysics & Epistemology	Philosophy of Mind	
University of Auckland	Metaphysics & Epistemology	Metaphysics	
University of Auckland	Metaphysics & Epistemology	Epistemology (incl. formal epistemology)	
University of Auckland	Metaphysics & Epistemology	Philosophical Logic	
University of Auckland	Metaphysics & Epistemology	Philosophy of Action	
University of Auckland	Metaphysics & Epistemology	Philosophy of Religion	
University of Auckland	Philosophy of the Sciences and Mathematics	General Philosophy of Science	
University of Auckland	Philosophy of the Sciences and Mathematics	Philosophy of Physics	
University of Auckland	Philosophy of the Sciences and Mathematics	Philosophy of Biology	
University of Auckland	Philosophy of the Sciences and Mathematics	Philosophy of Social Sciences	
University of Auckland	Philosophy of the Sciences and Mathematics	Philosophy of Cognitive Science	
University of Auckland	Philosophy of the Sciences and Mathematics	Decision, Rational Choice, & Game Theory	
University of Auckland	Philosophy of the Sciences and Mathematics	Philosophy of Mathematics	
University of Auckland	Philosophy of the Sciences and Mathematics	Mathematical Logic	
University of Auckland	Theory of Value	Normative Ethics	
University of Auckland	Theory of Value	Metaethics & Moral Psychology	
University of Auckland	Theory of Value	Applied Ethics	
University of Auckland	Theory of Value	Political Philosophy	
University of Auckland	Theory of Value	Philosophy of Law	
University of Auckland	Theory of Value	Philosophy of Art	
University of Auckland	History of Philosophy	Acnient Philosophy	
University of Auckland	History of Philosophy	Medieval Philosophy	
University of Auckland	History of Philosophy	Early Modern: 17th Century	
University of Auckland	History of Philosophy	Early Modern: 18th Century	
University of Auckland	History of Philosophy	Kant	
University of Auckland	History of Philosophy	19th Century Continental	
University of Auckland	History of Philosophy	20th Century Continental	
University of Auckland	History of Philosophy	History of Analytic	
University of Auckland	History of Philosophy	American Pragmatism	
University of Auckland	Other Areas	Feminist Philosophy	
University of Auckland	Other Areas	Chinese Philosophy	
University of Auckland	Other Areas	Philosophy of Race	
University of Birmingham	Metaphysics & Epistemology	Philosophy of Language	4
University of Birmingham	Metaphysics & Epistemology	Philosophy of Mind	4
